pmid,title,journal,pub_date,impact,topic,subtopic,diabetes_subtype,study_type,board_relevant,is_new,is_archived
40658805,"Expanded Steroid Profiling Identifies Novel Newborn Screening Markers for Congenital Adrenal Hyperplasia.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",LOW,Adrenal,"","",Other,0,0,0
40522925,"Maternal Thyroid Function During Pregnancy and Early Adolescent Regional Differences in Cerebral Gray Matter Morphology.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
40626687,"Near-Adult Height Outcomes in Patients Treated With rhIGF-1 for Severe Growth Failure: Real-World IGFD Registry Data.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Growth,"","",Observational/Cohort,0,0,0
40587656,"Cord Blood DNA Methylation at CHD13 Is Associated with Adiponectin Levels at 10 to 14 Years of Age.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Diabetes,General,T2D,Cross-Sectional,0,0,0
40554621,"Genetics of GH Deficiency: Insights From a Cohort of 203 Patients.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Pituitary,"","",Observational/Cohort,0,0,0
40705962,"Congenital Hyperinsulinemic Hypoglycemia With a New HADH Mutation and Pancreatic Overexpression of GLP-1 Receptors.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",LOW,Hyperinsulinism,"","",Other,0,0,0
41566693,"A Real-World Data Assessment of Pulmonary Toxicity of Inhaled Insulin for Diabetes.","Diabetes technology & therapeutics","2026 Jan 21",LOW,Diabetes,General,General,Registry/Database,0,0,0
40554608,"Maturity-Onset Diabetes of the Young (MODY) in a Racially/Ethnically Diverse Pediatric Population.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Diabetes,General,MODY/Monogenic,Observational/Cohort,0,0,0
40794735,"Association Between Particulate Matter Exposure and Thyroid Hormone Levels in Early Childhood: Results From JECS.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
40810440,"Association of Glucose Response Shape in OGTT With Markers of Pancreatic Health and Inflammation Across Diverse Ages.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",MODERATE,Diabetes,General,General,Cross-Sectional,0,0,0
40578837,"The Ontogeny of Distinct Reproductive Phenotypes in Girls at Risk for PCOS During the Postmenarchal Transition.","The Journal of clinical endocrinology and metabolism","2026 Jan 21",LOW,Puberty,"","",Cross-Sectional,0,0,0
41549465,"Dyggve-Melchior-Clausen syndrome in three siblings: a unique case series with dual diagnosis of Down syndrome and Hirschsprung disease.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Jan 20",LOW,Growth,"","","Case Series",0,0,0
41549377,"Successful desensitization to alglucosidase alfa in a very young infant with Pompe disease.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Jan 20",LOW,"General Endocrinology","","",Other,0,0,0
41553972,"Unmet Medical Needs in Pediatric Endocrinology: A Position Statement from the European Society for Paediatric Endocrinology Clinical Practice Committee and Council Joint Initiative.","Hormone research in paediatrics","2026 Jan 19",PRACTICE-ALTERING,"General Endocrinology","","",Guideline/Consensus,1,0,0
41553960,"Emotional Challenges Experienced along the Diabetes Technology Journey by Caregivers of Black and Hispanic/Latino Youth with Type 1 Diabetes.","Hormone research in paediatrics","2026 Jan 19",LOW,Diabetes,Technology,T1D,Survey/Questionnaire,0,0,0
41537284,"Near Final Height in Males treated with Aromatase Inhibitors.","Journal of clinical research in pediatric endocrinology","2026 Jan 15",LOW,Growth,"","",Observational/Cohort,0,0,0
41537273,"Current Approaches and Therapeutic Strategies for Hypothalamic Syndrome in Patients with Childhood-onset Craniopharyngioma.","Journal of clinical research in pediatric endocrinology","2026 Jan 15",LOW,Pituitary,"","",Other,0,0,0
41527361,"MASLD coexisting with PCOS increases cardiometabolic risk.","The Journal of clinical endocrinology and metabolism","2026 Jan 13",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41521529,"Severe metabolic acidosis in succinyl-CoA:3-ketoacid CoA transferase (SCOT) deficiency: case report of a novel pathogenic OXCT1 variant (L131_E132dup) and its pathophysiological basis.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Jan 13",LOW,Diabetes,General,General,Other,0,0,0
41521707,"The Relationship Between HbA1c and GMI and Glucose Metrics in Children and Adolescents with Type 1 Diabetes Using AID.","Journal of clinical research in pediatric endocrinology","2026 Jan 12",LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41521682,"The Potential Role of LRG1 in Hepatosteatosis and Insulin Resistance in Obese Children.","Journal of clinical research in pediatric endocrinology","2026 Jan 12",LOW,Diabetes,General,General,Other,0,0,0
41525336,"Nutrition and Healthy Lifestyles for Children and Adolescents with Early-Stage Type 1 Diabetes.","Hormone research in paediatrics","2026 Jan 12",HIGH,Diabetes,General,T1D,RCT,0,0,0
41521526,"GH Response to Glucagon in Transition: Role of BMI and Etiology in Childhood-Onset GH Deficiency.","The Journal of clinical endocrinology and metabolism","2026 Jan 12",MODERATE,"Cancer Late Effects","","",Observational/Cohort,0,0,0
41511914,"A National Survey of Paediatric Turner Syndrome Services in the UK: Current Practice and Variability in Care.","Hormone research in paediatrics","2026 Jan 09",LOW,Growth,"","",Registry/Database,0,0,0
41507059,"Association of prenatal glycemic marker cumulative exposure with placental DNA methylation change.","The Journal of clinical endocrinology and metabolism","2026 Jan 08",LOW,Diabetes,General,General,Other,0,0,0
41505353,"Longitudinal Observation of Children with Achondroplasia: Findings from a Global Natural History Study (ACHieve).","Hormone research in paediatrics","2026 Jan 08",MODERATE,Growth,"","",Observational/Cohort,0,0,0
41498263,"Evaluation of Muscle Mass and Strength in Children and Adolescents with Disorders of Sex Development.","Journal of clinical research in pediatric endocrinology","2026 Jan 07",LOW,DSD,"","",Other,0,0,0
41499313,"Performance of Celiac Serologic Markers and Follow-Up Adherence in Children with Type 1 Diabetes and Comorbid Celiac Disease.","Hormone research in paediatrics","2026 Jan 07",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41486943,"Case Reports: Exploring the Varied Presentations and Clinical Features of Carney Complex, A Detailed Report on Three Distinct Cases.","Journal of clinical research in pediatric endocrinology","2026 Jan 05",LOW,Pituitary,"","",Other,0,0,0
41482637,"Diazoxide Choline Extended-Release Tablets in Prader-Willi Syndrome: A Randomized, Double-Blind, Withdrawal Period Study.","The Journal of clinical endocrinology and metabolism","2026 Jan 02",HIGH,Hyperinsulinism,"","",RCT,1,0,0
41223156,"Use of Teplizumab to Modulate Stage 2 Type 1 Diabetes in Two Individuals With Autoimmune Polyendocrine Syndrome 1.","Diabetes care","2026 Jan 01",LOW,"General Endocrinology","","",Other,0,0,0
41237324,"Novel Phenotypic Clusters of Youth-Onset Type 2 Diabetes Offer No Added Prognostic Value to Simple Clinical Measures.","Diabetes care","2026 Jan 01",MODERATE,Diabetes,General,T2D,Other,0,0,0
41468104,"Cost-Utility Analysis of Control-IQ Technology Relative to Conventional Insulin Therapy in Adults with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Jan 01",MODERATE,Diabetes,Technology,T1D,"Prospective Study",0,0,0
41223151,"INHALE-1: A Multicenter Randomized Trial of Inhaled Technosphere Insulin in Children With Type 1 Diabetes.","Diabetes care","2026 Jan 01",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41358890,"14. Children and Adolescents: Standards of Care in Diabetes-2026.","Diabetes care","2026 Jan 01",HIGH,Diabetes,General,General,Review,0,0,0
41058069,"Diagnostic Utility of Fractional Excretion of Urate, Urinary Phosphate and Brain Natriuretic Peptide in Distinguishing Cerebral/Renal Salt Wasting From SIADH in Neurologically Ill Children: A Systematic Review.","Clinical endocrinology","2026 Jan",HIGH,Pituitary,"","",Meta-analysis,1,0,0
40712645,"Real-World Evidence of the Effect of Adjunctive Semaglutide on Weight Change, Glycemic Control, and Metabolic Dysfunction-Associated Steatotic Liver Disease in People with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,Technology,T1D,"Real-World Study",0,0,0
40711834,"Preventing Diabetic Ketoacidosis with Continuous Ketone Monitoring: Insights from a Clinical Research Case.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,Technology,T1D,Other,0,0,0
40803363,"Cost Analysis of the FreeStyle Libre Systems in People with Type 2 Diabetes Mellitus on Basal Insulin with Poor Glycemic Control: A Spanish Perspective.","Diabetes technology & therapeutics","2026 Jan",MODERATE,Diabetes,Technology,T2D,Observational/Cohort,0,0,0
41308662,"Glycaemic control and pregnancy outcomes with real-time continuous glucose monitoring in gestational diabetes (GRACE): an open-label, multicentre, multinational, randomised controlled trial.","The lancet. Diabetes & endocrinology","2026 Jan",PRACTICE-ALTERING,Diabetes,Technology,GDM,RCT,1,0,0
41381173,"Task shifting and task sharing in paediatric type 1 diabetes care: a global survey.","The lancet. Diabetes & endocrinology","2026 Jan",LOW,Diabetes,General,T1D,Survey/Questionnaire,0,0,0
40711975,"Impact of a Specialized Team in Diabetes on Glucometric Parameters and Efficiency Indicators During Hospital Admission in Medical Units.","Diabetes technology & therapeutics","2026 Jan",MODERATE,Diabetes,General,General,"Prospective Study",0,0,0
40719607,"A Pilot Study Evaluating Meal Timing, Macronutrient Composition, and Faster-Acting Insulin Aspart Versus Insulin Aspart on Postprandial Glycemia with the Medtronic Advanced Hybrid Closed-Loop System.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,Technology,T1D,Registry/Database,0,0,0
40720214,"Ease of Use of the Reusable DuraTouch Pen Injector in Individuals with Diabetes with and Without Previous Pen Injector Experience: A Handling Study.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,General,T1D,Survey/Questionnaire,0,0,0
40947755,"Prevalence of Hypertension in Obese Adolescents With Polycystic Ovary Syndrome.","Clinical endocrinology","2026 Jan",LOW,Diabetes,General,General,Cross-Sectional,0,0,0
41274303,"Trajectories of type 2 diabetes and cancer in 330 000 individuals with prediabetes: 20-year observational study in England.","The lancet. Diabetes & endocrinology","2026 Jan",MODERATE,Diabetes,General,T2D,Observational/Cohort,0,0,0
40711968,"Letter: Beyond Accuracy: Clinical Considerations for Personal Continuous Glucose Monitoring Use During Hospitalization.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,Technology,General,Letter/Correspondence,0,0,0
40742290,"Impact of an Insulin Bolus Calculator on Glycemic Control in Relation to Exercise-A Crossover Randomized Controlled Trial.","Diabetes technology & therapeutics","2026 Jan",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
40780817,"A Multicenter Study of an Investigational Extended Wear Insulin Infusion Set in Adults with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Jan",LOW,Diabetes,Technology,T1D,Other,0,0,0
40803367,"Accuracy of Dexcom G6 Pro Continuous Glucose Monitor in the Intensive Care Setting: TIGHT ICU G6 Study.","Diabetes technology & therapeutics","2026 Jan",MODERATE,Diabetes,Technology,General,Observational/Cohort,0,0,0
41394116,"Seven-year Safety and Efficacy of Somapacitan in Children With GH Deficiency: Final Results From REAL 3.","Journal of the Endocrine Society","2026 Jan",HIGH,Growth,"","",RCT,0,0,0
41394113,"Effect of Topiramate on Weight Status in Young Children With Severe Obesity.","Journal of the Endocrine Society","2026 Jan",MODERATE,Obesity/Metabolic,"","",RCT,1,0,0
41480193,"Clinically Optimized Adult Height Prediction From Key Bone and Pubertal Stages: Prospective Validation to Adult Height.","Journal of the Endocrine Society","2026 Jan",LOW,Puberty,"","",Observational/Cohort,0,0,0
41085706,"Uric acid and future complications in young individuals with type 1 diabetes: results from the Diabetes Incidence Study in Sweden (DISS) and the National Diabetes Registry of Sweden (NDR).",Diabetologia,"2026 Jan",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41381175,"Continuous ketone monitoring for people with diabetes: international expert recommendations on the application of a new technology.","The lancet. Diabetes & endocrinology","2026 Jan",HIGH,Diabetes,Technology,T1D,Review,0,0,0
41076452,"Generation of a pseudo-timeline describing progressive human exocrine and endocrine pancreatic pathology in cystic fibrosis through novel semi-quantitative scoring and AI-driven quantitative image analysis.",Diabetologia,"2026 Jan",LOW,Diabetes,General,General,Cross-Sectional,0,0,0
41472892,"Early Postnatal Growth and Pubertal Timing: An Ultrasound-Based Study of Breast and Testicular Development.","Journal of the Endocrine Society","2026 Jan",MODERATE,Puberty,"","",Observational/Cohort,0,0,0
41031465,"Urinary Gonadotropins as Markers of Puberty in Girls and Boys During Late Childhood and Adolescence: Evidence From the SCAMP Cohort.","Clinical endocrinology","2026 Jan",MODERATE,Puberty,"","",Observational/Cohort,0,0,0
41761663,"Adverse effect of obesity and dysglycemia on bone microarchitecture and strength in youth: sex-related differences.","The Journal of clinical endocrinology and metabolism","2026 Feb 28",LOW,Diabetes,General,T2D,Cross-Sectional,0,0,0
41758754,"Once-Weekly Lonapegsomatropin Was Efficacious and Well Tolerated in Chinese Children with Growth Hormone Deficiency: Results from a Phase 3 Randomized Trial.","Hormone research in paediatrics","2026 Feb 27",HIGH,Growth,"","",RCT,1,0,0
41762714,"Challenges of pediatric ectopic ACTH syndrome from sacrococcygeal teratoma.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Feb 26",LOW,Diabetes,General,General,Other,0,0,0
41742817,"Association Between Gastrointestinal Symptoms and Sleep Habits in Children with Metabolic Dysfunction-Associated Steatotic Liver Disease: a Cross-Sectional Study.","Journal of clinical research in pediatric endocrinology","2026 Feb 26",LOW,Obesity/Metabolic,"","",Cross-Sectional,0,0,0
41746871,"Sixteen Years of Clinical Data Including Genetic Analysis to Explain Delayed Puberty in a Chinese Boy with 21-Hydroxylase Deficiency: A Case Report.","Hormone research in paediatrics","2026 Feb 26",LOW,Puberty,"","",Other,0,0,0
41742816,"Mucocutaneous Findings and Endocrinopathies in Children with Turner Syndrome: A Cross-Sectional Study.","Journal of clinical research in pediatric endocrinology","2026 Feb 26",LOW,Growth,"","",Cross-Sectional,0,0,0
41742375,"Childhood Sleep Behaviours and Polycystic Ovary Syndrome Risk in Adolescence: The Raine Study Cohort Longitudinal Study.","The Journal of clinical endocrinology and metabolism","2026 Feb 25",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41739856,"Age-Specific Risk of Malignancy in Pediatric Thyroid Cytology: Reframing ROM based on pre-test probability.","The Journal of clinical endocrinology and metabolism","2026 Feb 25",LOW,Thyroid,"","",Other,0,0,0
